Protein,Total lipid (fat),"Carbohydrate, by difference",Ash,Starch,"Alcohol, ethyl",Water,Caffeine,Theobromine,"Fiber, total dietary","Calcium, Ca","Iron, Fe","Magnesium, Mg","Phosphorus, P","Potassium, K","Sodium, Na","Zinc, Zn","Copper, Cu","Fluoride, F","Manganese, Mn","Selenium, Se","Vitamin A, RAE","Carotene, beta","Carotene, alpha",Vitamin E (alpha-tocopherol),Vitamin D (D2 + D3),"Cryptoxanthin, beta",Lycopene,Lutein + zeaxanthin,"Tocopherol, beta","Tocopherol, gamma","Tocopherol, delta","Tocotrienol, alpha","Tocotrienol, beta","Tocotrienol, gamma","Tocotrienol, delta","Vitamin C, total ascorbic acid",Thiamin,Riboflavin,Niacin,Pantothenic acid,Vitamin B-6,"Folate, total",Vitamin B-12,"Choline, total",Vitamin K (phylloquinone),Betaine,Cholesterol,"Sugars, Total",cat_Baby Foods,cat_Baked Products,cat_Beef Products,cat_Beverages,cat_Breakfast Cereals,cat_Cereal Grains and Pasta,cat_Dairy and Egg Products,cat_Fast Foods,cat_Fats and Oils,cat_Finfish and Shellfish Products,cat_Fruits and Fruit Juices,"cat_Lamb, Veal, and Game Products",cat_Legumes and Legume Products,"cat_Meals, Entrees, and Side Dishes",cat_Nut and Seed Products,cat_Pork Products,cat_Poultry Products,cat_Restaurant Foods,cat_Sausages and Luncheon Meats,cat_Snacks,"cat_Soups, Sauces, and Gravies",cat_Spices and Herbs,cat_Sweets,cat_Vegetables and Vegetable Products
4.56,26.14,64.76,2.31,0.0,0.0,2.22,0.0,0.0,3.2,29.0,1.11,45.0,129.0,760.0,450.0,0.7,0.153,0.0,0.361,2.9,0.0,0.0,0.0,2.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.212,0.015,3.595,0.83,0.412,27.0,0.0,0.0,7.2,0.0,0.0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6.6,37.0,51.3,3.1,0.0,0.0,2.0,0.0,0.0,1.2,64.0,1.4,55.0,169.0,496.0,541.0,0.71,0.063,0.0,0.405,0.0,323.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0.18,0.1,2.5,0.827,0.476,23.0,0.0,0.0,0.0,0.0,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10.04,2.93,80.39,3.51,72.58,0.0,3.13,0.0,0.0,3.4,27.0,4.58,29.0,128.0,223.0,1240.0,1.04,0.156,0.0,1.015,4.4,0.0,0.0,0.0,0.47,0.0,0.0,0.0,9.0,0.26,0.62,0.02,0.03,1.1,0.0,0.32,2.1,0.424,0.332,5.27,0.322,0.074,166.0,0.0,29.5,2.8,50.0,0.0,2.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7.5,16.7,70.9,2.2,0.0,0.0,2.5,8.0,87.0,2.4,74.0,2.0,41.0,145.0,225.0,569.0,0.92,0.302,0.0,0.562,14.5,0.0,0.0,0.0,0.62,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.099,0.2,0.8,0.759,0.172,9.0,0.0,39.7,11.1,0.0,0.0,38.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7.6,3.8,81.5,1.2,0.0,0.0,5.9,0.0,0.0,5.4,12.0,1.58,136.0,375.0,290.0,227.0,3.0,0.39,0.0,4.299,24.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.048,0.085,7.205,1.461,0.155,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7.1,20.68,67.78,1.79,62.53,0.0,2.64,0.0,0.0,5.4,106.0,1.52,84.0,225.0,182.0,328.0,1.38,0.097,51.9,0.388,4.4,0.0,2.0,0.0,3.53,0.0,2.0,0.0,5.0,0.11,9.14,0.36,0.49,0.42,1.15,0.0,0.0,0.14,0.07,0.838,0.297,0.179,12.0,0.36,19.4,20.9,0.4,0.0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7.36,27.42,60.81,2.75,53.2,0.0,1.66,0.0,0.0,5.1,137.0,1.16,75.0,252.0,223.0,691.0,1.38,0.102,0.0,0.33,7.4,6.0,35.0,8.0,6.24,0.0,55.0,33.0,769.0,0.23,13.58,0.43,0.8,0.0,0.31,0.0,0.4,0.153,0.136,1.29,0.364,0.22,13.0,0.0,22.5,1.3,1.2,0.0,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7.19,24.63,62.74,2.3,54.8,0.0,3.14,0.0,0.0,4.0,134.0,1.38,87.0,252.0,259.0,519.0,1.43,0.101,0.0,0.365,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048,0.06,1.3,0.6,0.2,0.0,0.0,18.4,1.4,3.0,0.0,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13.8,29.4,44.9,2.6,0.0,0.0,9.2,0.0,0.0,0.0,78.0,3.05,158.0,345.0,685.0,229.0,3.22,0.985,0.0,1.034,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.462,0.198,4.712,0.895,0.298,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4.13,26.93,59.51,1.23,0.0,0.0,8.2,0.0,0.0,5.0,64.0,1.27,0.0,112.0,254.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,48.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2.97,1.7,79.38,0.79,0.0,0.0,15.0,0.0,0.0,0.1,12.0,0.55,0.0,47.0,14.0,261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2.0,7.5,80.89,1.31,0.0,0.0,8.3,0.0,0.0,0.2,35.0,0.2,7.0,28.0,44.0,295.0,0.49,0.026,0.0,0.038,1.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.06,0.044,0.069,0.082,0.009,2.0,0.06,2.5,0.0,0.0,0.0,48.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5.4,18.9,72.9,1.57,0.0,0.0,1.23,1.0,36.0,2.0,36.0,0.79,48.0,97.0,220.0,230.0,1.0,0.193,0.0,0.49,2.9,0.0,0.0,0.0,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.121,0.062,2.649,0.37,0.069,28.0,0.04,15.0,2.2,0.0,0.0,45.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.59,3.31,87.73,0.68,0.0,0.0,6.69,7.0,75.0,0.1,36.0,0.8,22.0,57.0,116.0,44.0,0.4,0.13,0.0,0.047,2.2,0.0,0.0,0.0,0.65,0.0,0.0,0.0,1.0,0.06,7.42,0.0,0.0,0.0,0.0,0.0,0.0,0.056,0.07,0.21,0.29,0.01,9.0,0.0,18.7,9.6,0.0,2.0,56.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12.1,47.7,36.2,3.1,0.0,0.0,0.9,47.0,1597.0,18.1,54.0,4.15,265.0,340.0,1166.0,12.0,3.68,1.91,0.0,1.65,7.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.279,2.1,0.154,0.072,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14.32,52.31,28.42,3.6,0.0,0.0,1.34,80.0,1297.0,16.6,101.0,17.4,327.0,400.0,830.0,24.0,9.63,3.233,0.0,4.167,8.1,0.0,0.0,0.0,0.4,0.0,0.0,0.0,38.0,0.0,5.83,0.0,0.0,0.0,0.0,0.0,0.0,0.147,0.1,1.355,0.168,0.027,28.0,0.0,45.7,9.7,2.6,2.0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5.87,27.0,63.94,1.28,0.0,0.0,1.91,0.0,0.0,0.0,205.0,0.14,18.0,157.0,290.0,88.0,0.7,0.008,0.0,0.003,4.7,1.0,0.0,0.0,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.064,0.261,0.154,0.587,0.056,8.0,0.65,24.8,9.4,0.0,1.0,62.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18.3,29.8,46.88,2.35,0.0,0.0,2.67,0.0,0.0,5.0,110.0,1.7,110.0,310.0,505.0,250.0,2.0,0.4,0.0,1.4,3.9,0.0,0.0,0.0,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.232,0.2,8.2,1.056,0.17,77.0,0.2,30.0,7.3,0.0,1.0,38.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5.87,32.09,59.24,1.5,0.0,0.0,1.3,0.0,0.0,0.2,199.0,0.24,12.0,176.0,286.0,90.0,0.74,0.06,0.0,0.008,4.5,9.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.063,0.282,0.745,0.608,0.056,7.0,0.56,29.5,9.1,0.0,21.0,59.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4.78,4.83,29.46,1.07,0.0,0.0,59.85,0.0,0.0,0.3,161.0,0.19,14.0,103.0,208.0,74.0,0.73,0.017,5.3,0.005,2.0,128.0,14.0,0.0,0.12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.053,0.255,0.136,0.481,0.045,6.0,0.47,26.0,0.4,0.0,27.0,22.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3.5,16.2,22.29,0.81,0.0,0.0,57.2,0.0,0.0,0.0,117.0,0.34,11.0,105.0,157.0,61.0,0.47,0.008,0.0,0.004,3.5,182.0,32.0,1.0,0.51,0.3,1.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041,0.167,0.082,0.46,0.045,8.0,0.39,26.0,1.3,0.0,92.0,20.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4.53,4.03,22.78,0.62,0.0,0.0,68.05,0.0,0.0,0.0,83.0,0.38,9.0,96.0,118.0,53.0,0.47,0.028,0.0,0.01,8.7,46.0,5.0,0.0,0.23,0.0,2.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032,0.21,0.082,0.514,0.044,9.0,0.36,0.0,0.2,0.0,90.0,22.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3.5,11.0,23.6,0.9,0.0,0.0,61.0,0.0,0.0,0.7,128.0,0.09,14.0,105.0,199.0,80.0,0.69,0.023,15.4,0.008,1.8,118.0,19.0,0.0,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.041,0.24,0.116,0.581,0.048,5.0,0.39,26.0,0.3,0.0,44.0,21.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4.9,2.6,21.8,1.1,0.0,0.0,69.6,0.0,0.0,0.0,157.0,0.06,14.0,121.0,221.0,70.0,0.53,0.027,0.0,0.008,3.6,29.0,5.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.052,0.198,0.118,0.447,0.046,5.0,0.5,20.3,0.4,0.0,12.0,18.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.1,2.0,30.4,0.4,0.0,0.0,66.1,0.0,0.0,1.3,54.0,0.14,8.0,40.0,96.0,46.0,0.48,0.028,0.0,0.011,1.5,12.0,1.0,0.0,0.01,0.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.027,0.097,0.063,0.224,0.023,4.0,0.13,7.7,0.0,0.0,1.0,24.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3.78,6.59,77.75,0.71,0.0,0.0,10.93,0.0,0.0,0.7,42.0,0.22,20.0,68.0,119.0,118.0,0.48,0.056,0.0,0.164,2.2,9.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.082,1.439,0.231,0.066,9.0,0.14,0.0,0.1,0.0,3.0,73.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.05,5.45,82.15,0.34,0.0,0.0,10.85,0.0,0.0,0.0,38.0,0.02,3.0,30.0,49.0,47.0,0.15,0.004,0.0,0.002,1.7,46.0,10.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.074,0.038,0.119,0.009,1.0,0.08,5.3,0.5,0.0,15.0,79.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3.0,13.69,74.61,0.54,0.0,0.0,7.99,0.0,0.0,0.9,47.0,0.41,24.0,73.0,103.0,42.0,0.56,0.219,0.0,0.466,2.2,41.0,11.0,0.0,0.22,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.051,0.085,0.179,0.183,0.077,12.0,0.07,10.0,0.8,0.0,13.0,71.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9.7,34.0,53.0,1.8,0.0,0.0,1.9,0.0,0.0,9.7,89.0,1.1,0.0,0.0,502.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,43.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5.4,21.6,64.8,1.21,0.0,0.0,6.99,4.0,119.0,2.0,47.0,0.63,43.0,94.0,249.0,230.0,0.72,0.225,0.0,0.351,2.5,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058,0.121,1.251,0.333,0.042,12.0,0.06,34.9,2.3,0.0,0.0,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2.56,2.32,79.16,0.96,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,287.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0,0.09,72.43,0.76,0.0,0.0,26.72,0.0,0.0,0.0,2.0,0.09,0.0,10.0,3.0,287.0,0.22,0.014,0.0,0.045,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028,0.009,0.02,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5.0,7.19,25.7,0.69,0.0,0.0,61.43,2.0,69.0,0.8,159.0,0.69,20.0,83.0,170.0,71.0,0.43,0.103,0.0,0.101,2.2,71.0,135.0,0.0,0.2,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.023,0.129,0.126,0.246,0.023,4.0,0.14,19.6,0.6,0.0,28.0,24.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7.5,27.5,60.4,1.7,0.0,0.0,2.9,0.0,0.0,2.5,100.0,0.9,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,52.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7.65,29.66,59.4,1.78,0.0,0.0,1.5,20.0,205.0,3.4,189.0,2.35,63.0,208.0,372.0,79.0,2.3,0.491,5.0,0.471,4.5,59.0,0.0,0.0,0.51,0.0,0.0,0.0,6.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.112,0.298,0.386,0.472,0.036,12.0,0.75,46.1,5.7,2.6,23.0,51.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2.76,1.7,19.74,1.26,0.0,0.0,74.52,0.0,0.0,0.0,102.0,0.06,12.0,216.0,131.0,296.0,0.33,0.01,0.0,0.003,2.0,46.0,10.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.033,0.137,0.072,0.267,0.036,4.0,0.3,0.0,0.0,0.0,6.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2.9,1.73,18.43,1.03,0.0,0.0,75.9,0.0,0.0,0.0,109.0,0.05,13.0,83.0,137.0,164.0,0.35,0.01,0.0,0.004,2.1,50.0,10.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.031,0.144,0.075,0.278,0.034,4.0,0.25,0.0,0.0,0.0,7.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5.65,8.2,40.24,1.31,34.3,0.0,44.6,0.0,0.0,2.9,41.0,0.89,42.0,128.0,165.0,544.0,0.77,0.111,0.0,0.671,9.2,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,2.71,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.14,31.0,0.0,0.0,0.0,0.0,0.0,2.98,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.91,15.92,67.18,2.71,57.8,0.0,3.29,0.0,0.0,7.5,246.0,2.68,149.0,354.0,339.0,370.0,2.5,0.508,0.0,2.42,16.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,4.57,0.84,0.37,35.0,0.0,0.0,0.0,0.0,0.0,0.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.19,17.89,76.03,1.06,24.3,0.0,2.84,0.0,0.0,2.5,19.0,2.81,40.0,70.0,157.0,275.0,0.66,0.261,0.0,0.515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.076,0.39,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.19,18.79,77.34,0.39,23.4,0.0,1.29,0.0,0.0,0.0,11.0,0.23,9.0,32.0,67.0,189.0,0.18,0.028,0.0,0.247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.43,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.42,18.42,65.81,2.87,59.37,0.0,3.47,0.0,0.0,2.4,74.0,4.73,23.0,156.0,169.0,947.0,0.97,0.127,0.0,0.527,4.0,0.0,0.0,0.0,3.68,0.0,0.0,0.0,0.0,0.17,5.85,0.1,0.1,0.83,0.0,0.0,0.0,0.833,0.507,6.64,0.695,0.06,153.0,0.0,0.0,27.7,0.0,0.0,1.03,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.16,17.29,64.7,3.51,0.0,0.0,3.33,0.0,0.0,3.5,101.0,4.45,24.0,204.0,168.0,1187.0,1.32,0.139,0.0,0.559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.463,5.887,0.58,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.67,18.93,65.11,2.79,61.33,0.0,3.51,0.0,0.0,3.5,93.0,4.87,28.0,173.0,326.0,815.0,1.04,0.161,0.0,0.552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.775,0.565,6.785,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.13,10.7,52.83,1.68,33.0,0.0,31.67,0.0,0.0,3.5,24.0,0.76,11.0,37.0,92.0,528.0,0.26,0.039,0.0,0.174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.4,8.02,51.15,1.75,34.37,0.0,33.69,0.0,0.0,5.5,59.0,0.53,25.0,70.0,107.0,515.0,0.51,0.053,0.0,0.439,11.0,0.0,0.0,0.0,1.61,0.0,0.0,0.0,0.0,0.0,2.76,0.0,0.0,0.0,0.83,0.0,0.0,0.135,0.27,1.405,0.0,0.095,19.0,0.0,0.0,0.0,0.0,0.0,11.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.25,9.34,49.09,1.96,32.5,0.0,32.36,0.0,0.0,4.9,60.0,0.76,31.0,77.0,123.0,510.0,0.58,0.074,0.0,0.505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.32,1.41,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,9.81,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.8,11.6,44.29,2.41,29.3,0.0,29.9,0.0,0.0,11.2,118.0,1.64,96.0,233.0,273.0,507.0,1.35,0.259,0.0,1.69,25.0,0.0,0.0,0.0,1.39,0.0,0.0,0.0,0.0,0.08,3.14,0.0,0.0,0.0,0.21,0.0,0.0,0.38,0.36,3.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.31,4.55,40.32,1.58,36.9,0.0,50.24,0.0,0.0,1.5,39.0,0.7,34.0,306.0,127.0,331.0,0.55,0.109,0.0,0.925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.04,1.55,0.0,0.075,9.0,0.0,0.0,0.0,0.0,0.0,4.06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.34,1.39,46.24,23.03,0.0,0.0,14.0,0.0,0.0,36.7,299.0,66.38,692.0,260.0,2944.0,4331.0,2.53,0.47,0.0,5.88,0.0,406.0,4872.0,0.0,5.53,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.48,1.59,3.75,0.0,0.23,188.0,2.25,0.0,0.0,0.0,33.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.86,0.17,5.62,2.8,0.0,0.0,89.55,0.0,0.0,4.5,36.0,8.07,84.0,32.0,358.0,526.0,0.31,0.06,0.0,0.71,0.0,49.0,592.0,0.0,0.67,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.06,0.19,0.46,0.0,0.03,23.0,0.27,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.75,0.08,19.16,1.19,17.03,0.0,77.82,0.0,0.0,1.8,6.0,0.48,19.0,70.0,425.0,42.0,0.38,0.062,0.0,0.14,2.9,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,4.9,0.027,0.022,1.777,0.555,0.257,0.0,0.0,14.5,0.4,0.6,0.0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3.24,10.3,33.99,1.91,26.3,0.0,50.57,0.0,0.0,3.6,10.0,0.74,32.0,122.0,704.0,77.0,0.63,0.107,0.0,0.225,0.0,0.0,0.0,0.0,1.68,0.0,0.0,0.0,0.0,0.05,3.36,0.14,0.03,0.0,0.01,0.0,2.7,0.027,0.05,3.193,0.735,0.363,0.0,0.0,0.0,19.6,0.0,0.0,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.16,8.92,35.58,1.38,13.22,0.0,51.97,0.0,0.0,5.7,52.0,0.77,26.0,59.0,409.0,146.0,0.38,0.177,0.0,0.481,0.4,434.0,5204.0,0.0,1.49,0.0,0.0,0.0,8.0,0.0,1.04,0.19,0.0,0.0,0.0,0.0,7.5,0.092,0.092,0.697,0.46,0.177,32.0,0.0,26.0,4.6,0.0,0.0,12.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
